id,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
316,female,55-74 years,0,3696,0.0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
317,female,75+ years,0,1195,0.0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
318,male,15-24 years,0,6927,0.0,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
319,male,25-34 years,0,5835,0.0,Antigua and Barbuda1989,,"438,794,778",7407,Boomers
320,male,35-54 years,0,5862,0.0,Antigua and Barbuda1989,,"438,794,778",7407,Silent
321,male,5-14 years,0,6403,0.0,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
322,male,55-74 years,0,2843,0.0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
323,male,75+ years,0,676,0.0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
324,male,35-54 years,1,5799,17.24,Antigua and Barbuda1990,,"459,469,074",7744,Silent
325,female,15-24 years,0,6827,0.0,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
326,female,25-34 years,0,6172,0.0,Antigua and Barbuda1990,,"459,469,074",7744,Boomers
327,female,35-54 years,0,5895,0.0,Antigua and Barbuda1990,,"459,469,074",7744,Silent
328,female,5-14 years,0,6877,0.0,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
329,female,55-74 years,0,3706,0.0,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
330,female,75+ years,0,1252,0.0,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
331,male,15-24 years,0,6598,0.0,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
332,male,25-34 years,0,5937,0.0,Antigua and Barbuda1990,,"459,469,074",7744,Boomers
333,male,5-14 years,0,6611,0.0,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
334,male,55-74 years,0,2902,0.0,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
335,male,75+ years,0,758,0.0,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
336,female,15-24 years,0,6595,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Generation X
337,female,25-34 years,0,6396,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
338,female,35-54 years,0,6198,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
339,female,5-14 years,0,7089,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Millenials
340,female,55-74 years,0,3665,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Silent
341,female,75+ years,0,1293,0.0,Antigua and Barbuda1991,,"481,706,333",7976,G.I. Generation
342,male,15-24 years,0,6401,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Generation X
343,male,25-34 years,0,6156,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
344,male,35-54 years,0,6122,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
345,male,5-14 years,0,6818,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Millenials
346,male,55-74 years,0,2857,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Silent
347,male,75+ years,0,804,0.0,Antigua and Barbuda1991,,"481,706,333",7976,G.I. Generation
348,female,15-24 years,0,6369,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Generation X
349,female,25-34 years,0,6650,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
350,female,35-54 years,0,6534,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
351,female,5-14 years,0,7311,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Millenials
352,female,55-74 years,0,3648,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Silent
353,female,75+ years,0,1339,0.0,Antigua and Barbuda1992,,"499,281,148",8087,G.I. Generation
354,male,15-24 years,0,6221,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Generation X
355,male,25-34 years,0,6409,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
356,male,35-54 years,0,6497,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
357,male,5-14 years,0,7059,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Millenials
358,male,55-74 years,0,2851,0.0,Antigua and Barbuda1992,,"499,281,148",8087,Silent
359,male,75+ years,0,853,0.0,Antigua and Barbuda1992,,"499,281,148",8087,G.I. Generation
360,male,25-34 years,1,6668,15.0,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
361,female,15-24 years,0,6182,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Generation X
362,female,25-34 years,0,6914,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
363,female,35-54 years,0,6917,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
364,female,5-14 years,0,7529,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Millenials
365,female,55-74 years,0,3662,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Silent
366,female,75+ years,0,1386,0.0,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation
367,male,15-24 years,0,6069,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Generation X
368,male,35-54 years,0,6915,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
369,male,5-14 years,0,7298,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Millenials
370,male,55-74 years,0,2879,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Silent
371,male,75+ years,0,896,0.0,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation
372,female,15-24 years,0,6083,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Generation X
373,female,25-34 years,0,7151,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
374,female,35-54 years,0,7357,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
375,female,5-14 years,0,7722,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Millenials
376,female,55-74 years,0,3715,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Silent
377,female,75+ years,0,1437,0.0,Antigua and Barbuda1994,,"589,429,593",9062,G.I. Generation
378,male,15-24 years,0,5976,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Generation X
379,male,25-34 years,0,6886,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
380,male,35-54 years,0,7359,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
381,male,5-14 years,0,7494,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Millenials
382,male,55-74 years,0,2935,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Silent
383,male,75+ years,0,929,0.0,Antigua and Barbuda1994,,"589,429,593",9062,G.I. Generation
384,female,15-24 years,0,6099,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
385,female,25-34 years,0,7333,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
386,female,35-54 years,0,7851,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Boomers
387,female,5-14 years,0,7885,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Millenials
388,female,55-74 years,0,3808,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Silent
389,female,75+ years,0,1488,0.0,Antigua and Barbuda1995,,"577,280,741",8636,G.I. Generation
390,male,15-24 years,0,5953,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
391,male,25-34 years,0,7023,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
392,male,35-54 years,0,7809,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Boomers
393,male,5-14 years,0,7632,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Millenials
394,male,55-74 years,0,3021,0.0,Antigua and Barbuda1995,,"577,280,741",8636,Silent
395,male,75+ years,0,944,0.0,Antigua and Barbuda1995,,"577,280,741",8636,G.I. Generation
396,female,15-24 years,0,6529,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
397,female,25-34 years,0,8332,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
398,female,35-54 years,0,9615,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Boomers
399,female,5-14 years,0,8183,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Millenials
400,female,55-74 years,0,3921,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Silent
401,female,75+ years,0,1476,0.0,Antigua and Barbuda1998,,"727,860,593",10078,G.I. Generation
402,male,15-24 years,0,5916,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
403,male,25-34 years,0,7294,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
404,male,35-54 years,0,9086,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Boomers
405,male,5-14 years,0,7706,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Millenials
406,male,55-74 years,0,3213,0.0,Antigua and Barbuda1998,,"727,860,593",10078,Silent
407,male,75+ years,0,954,0.0,Antigua and Barbuda1998,,"727,860,593",10078,G.I. Generation
408,female,15-24 years,0,6589,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
409,female,25-34 years,0,8526,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
410,female,35-54 years,0,10311,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Boomers
411,female,5-14 years,0,8314,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Millenials
412,female,55-74 years,0,3968,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Silent
413,female,75+ years,0,1451,0.0,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation
414,male,15-24 years,0,5845,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
415,male,25-34 years,0,7263,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
416,male,35-54 years,0,9537,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Boomers
417,male,5-14 years,0,7805,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Millenials
418,male,55-74 years,0,3276,0.0,Antigua and Barbuda1999,,"766,198,926",10378,Silent
419,male,75+ years,0,947,0.0,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation
420,male,55-74 years,1,3333,30.0,Antigua and Barbuda2000,,"830,158,778",11021,Silent
421,male,35-54 years,1,10033,9.97,Antigua and Barbuda2000,,"830,158,778",11021,Boomers
422,female,15-24 years,0,6616,0.0,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
423,female,25-34 years,0,8595,0.0,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
424,female,35-54 years,0,11040,0.0,Antigua and Barbuda2000,,"830,158,778",11021,Boomers
425,female,5-14 years,0,8439,0.0,Antigua and Barbuda2000,,"830,158,778",11021,Millenials
426,female,55-74 years,0,3986,0.0,Antigua and Barbuda2000,,"830,158,778",11021,Silent
427,female,75+ years,0,1413,0.0,Antigua and Barbuda2000,,"830,158,778",11021,G.I. Generation
428,male,15-24 years,0,5783,0.0,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
429,male,25-34 years,0,7177,0.0,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
430,male,5-14 years,0,7973,0.0,Antigua and Barbuda2000,,"830,158,778",11021,Millenials
431,male,75+ years,0,938,0.0,Antigua and Barbuda2000,,"830,158,778",11021,G.I. Generation
432,male,35-54 years,2,10281,19.45,Antigua and Barbuda2001,,"800,740,259",10468,Boomers
433,female,15-24 years,0,6902,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
434,female,25-34 years,0,8425,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Generation X
435,female,35-54 years,0,11402,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Boomers
436,female,5-14 years,0,8428,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
437,female,55-74 years,0,4037,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Silent
438,female,75+ years,0,1487,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Silent
439,male,15-24 years,0,6084,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
440,male,25-34 years,0,7071,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Generation X
441,male,5-14 years,0,7958,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
442,male,55-74 years,0,3442,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Silent
443,male,75+ years,0,980,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Silent
444,female,15-24 years,0,7196,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
445,female,25-34 years,0,8155,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Generation X
446,female,35-54 years,0,11760,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Boomers
447,female,5-14 years,0,8408,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
448,female,55-74 years,0,4050,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Silent
449,female,75+ years,0,1547,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Silent
450,male,15-24 years,0,6416,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
451,male,25-34 years,0,6921,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Generation X
452,male,35-54 years,0,10604,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Boomers
453,male,5-14 years,0,7980,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
454,male,55-74 years,0,3527,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Silent
455,male,75+ years,0,1024,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Silent
456,male,55-74 years,1,3594,27.82,Antigua and Barbuda2003,,"855,643,111",10878,Silent
457,female,15-24 years,0,7454,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
458,female,25-34 years,0,7831,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Generation X
459,female,35-54 years,0,12129,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Boomers
460,female,5-14 years,0,8423,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
461,female,55-74 years,0,4054,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Silent
462,female,75+ years,0,1583,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Silent
463,male,15-24 years,0,6730,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
464,male,25-34 years,0,6734,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Generation X
465,male,35-54 years,0,10997,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Boomers
466,male,5-14 years,0,8061,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
467,male,75+ years,0,1068,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Silent
468,male,55-74 years,1,3665,27.29,Antigua and Barbuda2004,,"919,577,148",11535,Silent
469,male,35-54 years,1,11406,8.77,Antigua and Barbuda2004,,"919,577,148",11535,Boomers
470,female,15-24 years,0,7648,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Millenials
471,female,25-34 years,0,7531,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Generation X
472,female,35-54 years,0,12492,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Boomers
473,female,5-14 years,0,8488,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Millenials
474,female,55-74 years,0,4088,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Silent
475,female,75+ years,0,1590,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Silent
476,male,15-24 years,0,6968,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Millenials
477,male,25-34 years,0,6556,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Generation X
478,male,5-14 years,0,8196,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Millenials
479,male,75+ years,0,1094,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Silent
480,female,15-24 years,0,7780,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
481,female,25-34 years,0,7327,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Generation X
482,female,35-54 years,0,12835,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Boomers
483,female,5-14 years,0,8584,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
484,female,55-74 years,0,4157,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
485,female,75+ years,0,1575,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
486,male,15-24 years,0,7113,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
487,male,25-34 years,0,6444,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Generation X
488,male,35-54 years,0,11778,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Boomers
489,male,5-14 years,0,8358,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
490,male,55-74 years,0,3748,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
491,male,75+ years,0,1110,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
492,female,15-24 years,0,7902,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
493,female,25-34 years,0,7098,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Generation X
494,female,35-54 years,0,13374,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Boomers
495,female,5-14 years,0,8571,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
496,female,55-74 years,0,4256,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
497,female,75+ years,0,1573,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
498,male,15-24 years,0,7239,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
499,male,25-34 years,0,6319,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Generation X
500,male,35-54 years,0,12202,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Boomers
501,male,5-14 years,0,8485,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
502,male,55-74 years,0,3847,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
503,male,75+ years,0,1107,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
504,male,35-54 years,1,12530,7.98,Antigua and Barbuda2007,,"1,311,401,333",15775,Boomers
505,female,15-24 years,0,8013,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Millenials
506,female,25-34 years,0,6962,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation X
507,female,35-54 years,0,13860,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Boomers
508,female,5-14 years,0,8555,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation Z
509,female,55-74 years,0,4400,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
510,female,75+ years,0,1568,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
511,male,15-24 years,0,7330,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Millenials
512,male,25-34 years,0,6267,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation X
513,male,5-14 years,0,8564,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation Z
514,male,55-74 years,0,3988,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
515,male,75+ years,0,1094,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
516,female,15-24 years,0,8108,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Millenials
517,female,25-34 years,0,6910,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation X
518,female,35-54 years,0,14278,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Boomers
519,female,5-14 years,0,8537,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
520,female,55-74 years,0,4587,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
521,female,75+ years,0,1567,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
522,male,15-24 years,0,7404,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Millenials
523,male,25-34 years,0,6274,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation X
524,male,35-54 years,0,12782,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Boomers
525,male,5-14 years,0,8599,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
526,male,55-74 years,0,4158,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
527,male,75+ years,0,1069,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
528,female,15-24 years,0,8199,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Millenials
529,female,25-34 years,0,6917,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Generation X
530,female,35-54 years,0,14629,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Boomers
531,female,5-14 years,0,8514,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Generation Z
532,female,55-74 years,0,4793,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
